Feature,Linear Coefficient,Ridge Coefficient,Absolute Linear Coefficient,Absolute Ridge Coefficient,Magnitude Change,Lasso Coefficient,Absolute Lasso Coefficient,Selected,Lasso Magnitude Change from Linear
Model_Fortuner 2.8 4x2 AT [2016-2020],0.2173474562017897,0.1874783432689052,0.2173474562017897,0.1874783432689052,0.0298691129328844,0.19562216771387672,0.19562216771387672,True,0.02172528848791297
Model_Wagon R VXI,-0.035234745936558,-0.0080884152454929,0.035234745936558,0.0080884152454929,0.027146330691065,-0.0,0.0,False,0.035234745936558
Model_i20 Magna 1.2,-0.2603974068472954,-0.2339267476920748,0.2603974068472954,0.2339267476920748,0.0264706591552205,-0.21891209581787602,0.21891209581787602,True,0.04148531102941938
Model_Grand i10 Magna 1.2 Kappa VTVT [2013-2016],-0.0981731754104734,-0.0782750952462837,0.0981731754104734,0.0782750952462837,0.0198980801641896,-0.05081280051890921,0.05081280051890921,True,0.047360374891564194
Model_Verna 1.6 CRDI SX,-0.1876592778410475,-0.1679287875836073,0.1876592778410475,0.1679287875836073,0.0197304902574401,-0.13388232738809125,0.13388232738809125,True,0.053776950452956246
Model_GLA 200 d Sport,-0.0239881693490277,0.0059569449264285,0.0239881693490277,0.0059569449264285,0.0180312244225991,0.0,0.0,False,0.0239881693490277
Model_Wagon R LXI CNG (O),-0.050425140028152,-0.0330241840186737,0.050425140028152,0.0330241840186737,0.0174009560094782,-0.0,0.0,False,0.050425140028152
Model_X1 sDrive20d xLine,-0.1448465037565726,-0.1286264555291194,0.1448465037565726,0.1286264555291194,0.0162200482274531,-0.11160430864829586,0.11160430864829586,True,0.03324219510827674
Model_Innova 2.8 ZX AT 7 STR [2016-2020],-0.1641331999360955,-0.1486894495494933,0.1641331999360955,0.1486894495494933,0.0154437503866021,-0.12104075413195887,0.12104075413195887,True,0.04309244580413661
Model_Swift VDi,0.1007530468746931,0.0856524311673089,0.1007530468746931,0.0856524311673089,0.0151006157073841,0.07995363661059066,0.07995363661059066,True,0.02079941026410244
Height,0.0975345742010361,0.0824710107154734,0.0975345742010361,0.0824710107154734,0.0150635634855626,0.08975791704577965,0.08975791704577965,True,0.007776657155256453
Model_City 1.5 S MT,-0.0798435355144511,-0.065772453008422,0.0798435355144511,0.065772453008422,0.014071082506029,-0.03712659150798131,0.03712659150798131,True,0.04271694400646979
Fuel Type_Diesel,0.0740214389426846,0.0612170240903039,0.0740214389426846,0.0612170240903039,0.0128044148523806,0.06332706706957217,0.06332706706957217,True,0.010694371873112438
Torque_NM,-0.1412523676140258,-0.1284798288850127,0.1412523676140258,0.1284798288850127,0.012772538729013,-0.12697339383447864,0.12697339383447864,True,0.01427897377954715
Model_Grand i10 Asta 1.2 Kappa VTVT [2013-2016],-0.0172070076228445,-0.0054421359096781,0.0172070076228445,0.0054421359096781,0.0117648717131663,0.0,0.0,False,0.0172070076228445
Model_GLC 220 d Progressive,0.1634690464456539,0.1521566531836675,0.1634690464456539,0.1521566531836675,0.0113123932619863,0.14229369296741615,0.14229369296741615,True,0.021175353478237763
Model_E-Class E 220d Exclusive [2019-2019],0.1217362079894171,0.1113088803512481,0.1217362079894171,0.1113088803512481,0.010427327638169,0.09604052051948758,0.09604052051948758,True,0.02569568746992952
