Feature,Linear Coefficient,Ridge Coefficient,Absolute Linear Coefficient,Absolute Ridge Coefficient,Magnitude Change,Lasso Coefficient,Absolute Lasso Coefficient,Lasso Selected,Lasso Magnitude Change from Linear,Elastic Net Coefficient,Absolute Elastic Net Coefficient,Elastic Net Selected,Elastic Net Magnitude Change from Linear
Model_Wagon R VXI,-0.035234745936558,-0.0080884152454929,0.035234745936558,0.0080884152454929,0.027146330691065,-0.0,0.0,False,0.035234745936558,-0.0,0.0,False,0.035234745936558
Model_i20 Magna 1.2,-0.2603974068472954,-0.2339267476920748,0.2603974068472954,0.2339267476920748,0.0264706591552205,-0.218912095817876,0.218912095817876,True,0.0414853110294193,-0.18869571910605956,0.18869571910605956,True,0.07170168774123584
Model_Grand i10 Magna 1.2 Kappa VTVT [2013-2016],-0.0981731754104734,-0.0782750952462837,0.0981731754104734,0.0782750952462837,0.0198980801641896,-0.0508128005189092,0.0508128005189092,True,0.0473603748915641,-0.01621850957439645,0.01621850957439645,True,0.08195466583607695
Model_Verna 1.6 CRDI SX,-0.1876592778410475,-0.1679287875836073,0.1876592778410475,0.1679287875836073,0.0197304902574401,-0.1338823273880912,0.1338823273880912,True,0.0537769504529562,-0.09352377116010939,0.09352377116010939,True,0.0941355066809381
Model_GLA 200 d Sport,-0.0239881693490277,0.0059569449264285,0.0239881693490277,0.0059569449264285,0.0180312244225991,0.0,0.0,False,0.0239881693490277,0.0,0.0,False,0.0239881693490277
Model_Wagon R LXI CNG (O),-0.050425140028152,-0.0330241840186737,0.050425140028152,0.0330241840186737,0.0174009560094782,-0.0,0.0,False,0.050425140028152,-0.0,0.0,False,0.050425140028152
Model_X1 sDrive20d xLine,-0.1448465037565726,-0.1286264555291194,0.1448465037565726,0.1286264555291194,0.0162200482274531,-0.1116043086482958,0.1116043086482958,True,0.0332421951082767,-0.09377932382473672,0.09377932382473672,True,0.05106717993183588
Model_Innova 2.8 ZX AT 7 STR [2016-2020],-0.1641331999360955,-0.1486894495494933,0.1641331999360955,0.1486894495494933,0.0154437503866021,-0.1210407541319588,0.1210407541319588,True,0.0430924458041366,-0.09689742335476374,0.09689742335476374,True,0.06723577658133174
Model_Swift VDi,0.1007530468746931,0.0856524311673089,0.1007530468746931,0.0856524311673089,0.0151006157073841,0.0799536366105906,0.0799536366105906,True,0.0207994102641024,0.04526133052345453,0.04526133052345453,True,0.05549171635123856
Height,0.0975345742010361,0.0824710107154734,0.0975345742010361,0.0824710107154734,0.0150635634855626,0.0897579170457796,0.0897579170457796,True,0.0077766571552564,0.08236865928437838,0.08236865928437838,True,0.015165914916657725
Model_City 1.5 S MT,-0.0798435355144511,-0.065772453008422,0.0798435355144511,0.065772453008422,0.014071082506029,-0.0371265915079813,0.0371265915079813,True,0.0427169440064697,-0.00808011002860084,0.00808011002860084,True,0.07176342548585025
Fuel Type_Diesel,0.0740214389426846,0.0612170240903039,0.0740214389426846,0.0612170240903039,0.0128044148523806,0.0633270670695721,0.0633270670695721,True,0.0106943718731124,0.04602707602697244,0.04602707602697244,True,0.027994362915712168
Torque_NM,-0.1412523676140258,-0.1284798288850127,0.1412523676140258,0.1284798288850127,0.012772538729013,-0.1269733938344786,0.1269733938344786,True,0.0142789737795471,-0.11142291924654012,0.11142291924654012,True,0.029829448367485675
Model_Grand i10 Asta 1.2 Kappa VTVT [2013-2016],-0.0172070076228445,-0.0054421359096781,0.0172070076228445,0.0054421359096781,0.0117648717131663,0.0,0.0,False,0.0172070076228445,0.0,0.0,False,0.0172070076228445
Model_GLC 220 d Progressive,0.1634690464456539,0.1521566531836675,0.1634690464456539,0.1521566531836675,0.0113123932619863,0.1422936929674161,0.1422936929674161,True,0.0211753534782377,0.10983494455442233,0.10983494455442233,True,0.05363410189123158
Model_E-Class E 220d Exclusive [2019-2019],0.1217362079894171,0.1113088803512481,0.1217362079894171,0.1113088803512481,0.010427327638169,0.0960405205194875,0.0960405205194875,True,0.0256956874699295,0.05701752436154646,0.05701752436154646,True,0.06471868362787064
missingindicator_Power_RPM,-0.012603606171201,0.0022103522051455,0.012603606171201,0.0022103522051455,0.0103932539660554,0.0,0.0,False,0.012603606171201,0.007482836243635421,0.007482836243635421,True,0.005120769927565578
Model_Creta SX 1.6 AT Petrol,-0.0118206747500131,-0.0016995663831574,0.0118206747500131,0.0016995663831574,0.0101211083668556,0.0,0.0,False,0.0118206747500131,0.0,0.0,False,0.0118206747500131
Model_V40 D3 R-Design,-0.0652100227487303,-0.0552921773166562,0.0652100227487303,0.0552921773166562,0.009917845432074,-0.0,0.0,False,0.0652100227487303,-0.0,0.0,False,0.0652100227487303
Location_Chandigarh,0.0285023737036048,-0.0191414338326174,0.0285023737036048,0.0191414338326174,0.0093609398709873,-0.0233791128305262,0.0233791128305262,True,0.0051232608730785,-0.016408552869399448,0.016408552869399448,True,0.012093820834205352
Model_Vitara Brezza VDi (O) [2016-2018],-0.0178673171368065,-0.0096217643184911,0.0178673171368065,0.0096217643184911,0.0082455528183153,-0.0,0.0,False,0.0178673171368065,-0.0,0.0,False,0.0178673171368065
Model_Kwid RXT [2015-2019],0.0252002873310325,0.0175480702184843,0.0252002873310325,0.0175480702184843,0.0076522171125481,0.0,0.0,False,0.0252002873310325,0.0,0.0,False,0.0252002873310325
Model_Swift DZire VDI,0.0200264182187687,0.0124691170635205,0.0200264182187687,0.0124691170635205,0.0075573011552481,0.0110059869382652,0.0110059869382652,True,0.0090204312805034,0.0,0.0,False,0.0200264182187687
Model_Vitara Brezza ZDi,0.1213333157912911,0.1141179424246606,0.1213333157912911,0.1141179424246606,0.0072153733666304,0.1028798920224558,0.1028798920224558,True,0.0184534237688352,0.0703936090012075,0.0703936090012075,True,0.0509397067900836
Model_Baleno Delta 1.2,-0.0468590163481215,-0.0400791114800275,0.0468590163481215,0.0400791114800275,0.0067799048680939,-0.0121023548820101,0.0121023548820101,True,0.0347566614661113,-0.0,0.0,False,0.0468590163481215
Model_Swift VXi [2014-2017],-0.0361555341444564,-0.0300262519559555,0.0361555341444564,0.0300262519559555,0.0061292821885008,-0.0,0.0,False,0.0361555341444564,-0.0,0.0,False,0.0361555341444564
Model_City 1.5 V AT,-0.1595322841737976,-0.1540070310473285,0.1595322841737976,0.1540070310473285,0.005525253126469,-0.1190916819806964,0.1190916819806964,True,0.0404406021931011,-0.09234245718199556,0.09234245718199556,True,0.06718982699180205
Seller Type_Individual,0.0413173029674602,0.0364226142586874,0.0413173029674602,0.0364226142586874,0.0048946887087727,-0.0,0.0,False,0.0413173029674602,-0.0,0.0,False,0.0413173029674602
Seller Type_Corporate,0.1003734344823768,0.0957329676332308,0.1003734344823768,0.0957329676332308,0.0046404668491459,0.0544551740711359,0.0544551740711359,True,0.0459182604112408,0.05314810375305386,0.05314810375305386,True,0.047225330729322945
Length,0.224585606112878,0.2204824335015912,0.224585606112878,0.2204824335015912,0.0041031726112867,0.2218126032829409,0.2218126032829409,True,0.002773002829937,0.2169196480563174,0.2169196480563174,True,0.007665958056560618
Engine_CC,0.0248003078943992,0.0207149321177761,0.0248003078943992,0.0207149321177761,0.004085375776623,0.0184035866243628,0.0184035866243628,True,0.0063967212700363,0.01415356951063133,0.01415356951063133,True,0.010646738383767871
Model_GLE 300d 4MATIC LWB,0.007384365127752,0.0033409804597662,0.007384365127752,0.0033409804597662,0.0040433846679857,0.0,0.0,False,0.007384365127752,0.0,0.0,False,0.007384365127752
Model_Verna Fluidic 1.6 CRDi SX,-0.2168590193682145,-0.2131682157156725,0.2168590193682145,0.2131682157156725,0.0036908036525419,-0.1937417892453682,0.1937417892453682,True,0.0231172301228462,-0.17704190876266068,0.17704190876266068,True,0.03981711060555382
